organisation_id,organisation_name,organisation_ror
9C7F5E3E-B0FD-48EB-88F1-0927B2413624,BANGOR UNIVERSITY,https://ror.org/006jb1a24
21527055-5FF6-45F3-A2A1-9E2989669F70,Barcelona Supercomputing Center,https://ror.org/05sd8tv96
DC6E2059-5CA6-4273-B605-243FCEFD3FCF,Barcelona Supercomputing Center,https://ror.org/05sd8tv96
0CAF40A1-82B8-4F98-9D19-A070A0B98FE0,Barra and Vatersay Community,https://ror.org/03g7zhh97
2512EF1C-401B-4222-9869-A770D4C5FAC7,BBSRC,https://ror.org/00cwqg982
B6365AF7-7852-4AC2-A781-9980F713E00E,BC Centre for Disease Control,https://ror.org/05jyzx602
37B3CB47-F626-4F98-AEE0-43801550F671,Beijing Normal University,https://ror.org/022k4wk35
5F22B90A-EC69-4F58-9BEC-8B98DBA3DC98,Belgian Institute for Space Aeronomy,https://ror.org/03vfw8w96
A57FCA3E-BADF-4359-AA22-515679964784,Ben-Gurion University of the Negev,https://ror.org/05tkyf982
E4A1B76F-CA39-420D-954A-D1F8536BECDC,Bigelow Lab for Ocean Sciences,https://ror.org/03v2r6x37
8BFBB2D9-D131-4D4C-8C14-6BCCEC65428A,BirdLife Cyprus,https://ror.org/05nyyav28
50A97A86-4241-4E1B-AB4A-06598424DF16,Bjerknes Centre for Climate Research,https://ror.org/011n96f14
DD178D50-C69F-48CF-8A69-DBC2AD133C0E,Boise State University,https://ror.org/02e3zdp86
FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,BP,https://ror.org/05dfvhh79
574B3C62-344E-43B5-A158-3A0230872A25,BP,https://ror.org/05dfvhh79
71AFAC26-D531-4BE9-AF5A-0EF0F571D066,British Antarctic Survey,https://ror.org/01rhff309
73BAA54A-65E2-4ECC-B1D2-E1E14CC410E4,British Geological Survey,https://ror.org/04a7gbp98
BE203F9C-AB00-4ACF-855B-0FAC4B20260C,British Geological Survey,https://ror.org/04a7gbp98
294426E5-1FAC-417E-BCE8-2D4CBEF809DA,British Museum,https://ror.org/00pbh0a34
ADE41B2F-8769-4B6C-B8CB-06183CA92F02,British Trust for Ornithology,https://ror.org/03w54w620
8342BD07-D4A9-40D3-A73F-DEC9CF62FD6D,Buglife,https://ror.org/017mxs556
FF887302-1AE0-4E28-9C05-8F8513291920,California Institute of Technology,https://ror.org/05dxps055
052DE517-F298-4593-869D-03FE4A87442A,Cardiff University,https://ror.org/03kk7td41
B6A72C78-DBF1-4AA9-AC36-8685636DFB7A,CARDIFF UNIVERSITY,https://ror.org/03kk7td41
DA5881D8-66AE-4AC1-993D-2391017428CE,Carl von Ossietzky University of Oldenburg,https://ror.org/033n9gh91
349612BB-1427-4B63-AB60-BFCB0FC80DFF,Carleton University,https://ror.org/02qtvee93
A9F23878-0934-49B2-99D7-FBE17EE98875,Catalan Institute of Climate Sciences,https://ror.org/01j1eb875
B5F68CE6-D68A-4FBC-BA17-D867F586B95C,Center for International Climate and Environmental Research,https://ror.org/01gw5dy53
64E57346-76CB-4AF2-9109-F882D5E27C74,Center for International Climate and Environmental Research - Oslo,https://ror.org/01gw5dy53
63B1E6C7-F42D-49C6-B73A-EECCF24E717C,Centre Européen de Recherche et de Formation Avancée en Calcul Scientifique,https://ror.org/02dzbc556
AE6C43CF-D993-4DFB-B8D4-451B5E918E60,"CENTRE FOR ENVIRONMENT, FISHERIES AND AQUACULTURE SCIENCE",https://ror.org/04r7rxc53
A6150DAF-F6AD-403A-B796-AD2A340FF6F9,"Centre for Environment, Fisheries and Aquaculture Science",https://ror.org/04r7rxc53
1B3A95D4-E275-4334-A219-B9982C1ED06C,CGG Services,https://ror.org/0308pxz24
DA195263-A136-4133-8172-05DBE731445A,Chengdu University,https://ror.org/034z67559
FD11FB37-48B1-430D-892D-9497EC6A4CEF,Chengdu University of Technology,https://ror.org/05pejbw21
44DFE5C1-5FA5-4E97-BF4A-E61639301BA3,Chiba University,https://ror.org/01hjzeq58
A2FBC67C-B903-44BD-BDB0-1AD8D1BEEAAB,Chinese Academy of Agricultural Sciences,https://ror.org/0313jb750
FE29B969-55F4-4FFC-8568-5524B9ACD19E,Chinese Academy of Sciences,https://ror.org/034t30j35
DED14C80-E8A7-4265-9FB7-3C54503E7CEE,Clark University,https://ror.org/04123ky43
5BE79F13-E284-4175-8236-75563CBEFC32,Colgate University,https://ror.org/05d23ve83
6EBE67DB-5869-4430-BD6F-2824F2036299,Colorado State University,https://ror.org/03k1gpj17
1CFAF87F-9A42-42CE-B0E3-2FE9A08B293A,Columbia University,https://ror.org/00hj8s172
EC9EE2DE-F85F-4416-A9AA-5ED9FFC77D22,CoMET,https://ror.org/047d2d387
D85F1F15-F557-4CBE-86F9-09044A81EAB8,Commonwealth of Learning,https://ror.org/00vcbg240
D4172E13-D1C2-49B5-9903-242B9991B873,Commonwealth Scientific and Industrial Research Organisation,https://ror.org/03qn8fb07
5E41DF95-A0E7-47B8-8E42-4BBCFA527A14,Cornwall Council,https://ror.org/04wbxh769
0E10FDAC-BD4B-4966-8994-41D99E5D8CD6,CSC – IT Centre for Science,https://ror.org/04m8m1253
99A18C51-F7A2-4CBD-8BCD-BC926C852771,CRANFIELD UNIVERSITY,https://ror.org/05cncd958
CF131F26-C882-41C3-9BEE-78083F9C32A3,Danish Meteorological Institute,https://ror.org/020m6x732
F25FD435-0DE2-4E34-B932-B9F7E56A41D1,Danish National Research Foundation,https://ror.org/00znyv691
19174CB0-4767-4778-A5B0-8A92B59D1699,Dartmouth College,https://ror.org/049s0rh22
C341ECD2-B9E5-41AC-9550-AD81D7A9AA4D,DECOM NORTH SEA,https://ror.org/02fjd2454
01863A37-3189-47CB-9E8B-8DD1D90641CF,Defence Science and Technology Laboratory,https://ror.org/04jswqb94
E11241F9-FF85-4BE7-A1B3-F48EB424F144,"Department for Business, Energy and Industrial Strategy",https://ror.org/019ya6433
AB61D586-D945-465C-A60C-208B9877A515,Department for Environment Food and Rural Affairs,https://ror.org/00tnppw48
D00571E3-064E-468D-898E-B616F6DDD51D,Department of Fisheries and Oceans Canada,https://ror.org/02qa1x782
B65DE606-5C44-4E99-8210-1A6999AFCE32,Department of Transport,https://ror.org/0238rs311
462522B3-DDE6-493E-B9C0-A65E4EDD773E,Directorate General for Civil Aviation,https://ror.org/04wtgxd69
06843A07-F499-4CD5-A398-A54119CF802F,DOE Joint Genome Institute,https://ror.org/04xm1d337
F5586075-4E28-41D1-8236-1E6CA3849F86,Drinking Water Quality Regulator,https://ror.org/02fg51t11
F6BD8BE6-8830-4F45-B70A-1C819EB366E3,Duke University,https://ror.org/00py81415
CB6DB8A7-3191-4B03-B37A-1FC98C252089,Durham University,https://ror.org/01v29qb04
C337B394-C662-4CFD-A667-92B38D3F6D14,Dutch Research Council,https://ror.org/04jsz6e67
5634B743-2CD3-4B6F-8F7C-2EA276BDDB4D,Dwr Cymru Welsh Water,https://ror.org/00vkafj46
F32952AD-3EF0-4BEC-81AD-9CC29AA08720,Earlham Institute,https://ror.org/018cxtf62
9681D781-BD4A-40E7-AC6B-DC3F321B9C04,Earth and Space Research,https://ror.org/055mfda29
34BF95F6-8C46-4B33-B613-4754999A62A3,East China Normal University,https://ror.org/02n96ep67
1238ECB5-50A4-4825-8F5F-E83873A55EF1,École Polytechnique Fédérale de Lausanne,https://ror.org/02s376052
1D6F42D5-1199-4F80-8C10-248702049035,ECOMETRICA LTD,https://ror.org/034yp9n83
AEEC4B44-F29F-4A06-8821-12BC8EC24BC8,Empa - Swiss Federal Laboratories for Materials Science and Technology,https://ror.org/02x681a42
49DE093A-7854-4591-90C9-9327215879ED,Environment Agency,https://ror.org/01zewfb16
4E817C1F-D977-491F-BE71-B7E7192FB968,Environment and Climate Change Canada,https://ror.org/026ny0e17
2AC8EE69-414D-420E-A36D-438933568693,Environmental Defense Fund,https://ror.org/02tj7r959
798CB33D-C79E-4578-83F2-72606407192C,EPSRC,https://ror.org/0439y7842
924BE15C-91F2-4AAD-941A-3F338324B6AE,ESRC,https://ror.org/03n0ht308
6681097F-BF3D-4C8B-8352-C58898E549EA,ETH Zurich,https://ror.org/05a28rw58
32C5656A-5F7D-49BF-82AA-1DA337D29883,European Centre for Medium Range Weather Forecasting ECMWF,https://ror.org/021kzta69
DCE6A177-80B8-4479-BE74-76EAE9BE0650,European Centre for Medium-Range Weather Forecasts,https://ror.org/014w0fd65
9E615C68-4BEC-439C-B9EA-8DF41C6430C6,European Commission H2020,https://ror.org/00k4n6c32
7B481D84-8992-4E36-AC8D-2890471669D9,European Research Council,https://ror.org/0472cxd90
F72846F1-9416-4A8B-B855-018E146337D5,European Space Agency,https://ror.org/03wd9za21
74BF0576-2786-4213-BD54-038EB7425E77,European Space Agency,https://ror.org/03wd9za21
92EBF3EA-2787-47E2-9482-F429D39812A8,European Union,https://ror.org/019w4f821
AE2FD4D7-99E0-4582-AB9B-D3513801C1B2,ExxonMobil,https://ror.org/01gpy1v41
47D602C3-3778-4A1D-B2EC-186F3D171A04,Fairbanks North Star Borough,https://ror.org/00vhkhz92
FAB62F12-D7BF-4F41-A031-9F594C44EDCB,Faroe Island Environment Agency,https://ror.org/01zewfb16
D43FECC6-59BB-4949-9184-D38C1F6E3FCD,Faroese Earth and Energy Directorate,https://ror.org/04xx5hr10
938C9BAF-1E87-4A7C-9FFA-915B90DCD2F3,Federal Ministry of Transport and Digital Infrastructure,https://ror.org/00e3ns026
7C907531-4D07-420E-9899-15ACB1EFD2B9,Federal University of Bahia,https://ror.org/03k3p7647
87758059-0E4B-40F8-B97F-7D6DF5EE09F7,FIC,https://ror.org/02xey9a22
0FADB197-3C8A-4A08-A12D-87A8F8B026A0,Finnish Meteorological Institute,https://ror.org/05hppb561
3E5B3C83-5669-4CB4-B34E-39F265DE16C2,Fisheries and Oceans Canada,https://ror.org/02qa1x782
78EAEF3F-AAA6-4D10-BD84-B700D29FC31E,Florida Atlantic University,https://ror.org/05p8w6387
00B38610-11AC-4D15-8AA5-67D03B0461C8,Florida State University,https://ror.org/05g3dte14
965B3D84-45D0-498C-90A3-7A83A4D89156,Forestry Society of Kenya,https://ror.org/05hz2w230
D1450D98-8167-4FDD-A955-EAFB3BBAE167,Forschungszentrum Jülich,https://ror.org/02nv7yv05
C1605192-CAF8-4619-8D52-77CB684EB0EF,Forschungszentrum Jülich,https://ror.org/02nv7yv05
8CF9293C-B47F-423A-BD8A-EFC5D3174FF5,Francisk Skorina Gomel State University,https://ror.org/03h5rdc49
0B8E820C-725A-489E-B7A2-2A2682E62B04,Free University of Amsterdam,https://ror.org/04dkp9463
3D4F636C-5A46-4B02-97C3-05B4E07C7827,Freie Universität Berlin,https://ror.org/046ak2485
4CF8D415-3DDB-4873-84AD-E600FC5A3E7A,French National Centre for Scientific Research,https://ror.org/02feahw73
84DF1B2F-CFE7-468F-B528-EC31EA8C9CE3,French Research Institute for Exploitation of the Sea,https://ror.org/044jxhp58
A04191FC-DDFA-43F2-8185-E3AE6375AF2F,French Research Institute for the Exploitation of the Sea,https://ror.org/044jxhp58
9797A4B4-0E97-498D-B559-1DC7B24A9147,Friedrich Schiller University Jena,https://ror.org/05qpz1x62
03DF3961-FCF6-44B4-89B2-A2F1F7594EF8,Fugro – Norway,https://ror.org/01zje5g50
858DD3AD-8E55-42EE-9BDB-4BBBDFEF051B,Fugro,https://ror.org/01zje5g50
B54217B1-11EF-4421-BEAD-B1D4439CFAC0,Fujitsu – Sweden,https://ror.org/03w6bzp59
980ED02C-6CFB-4E86-BEFC-E4C161499D1D,Game and Wildlife Conservation Trust,https://ror.org/015eybs17
B330565B-703C-4DE1-87C0-B38C2C100517,Gamma Remote Sensing,https://ror.org/05spbxe41
A3784879-23B7-46B1-9818-543DF9E56B75,German Res Ctr for Geosci (Helmholtz),https://ror.org/016nn6y69
FA5B0C74-A92D-45B8-BF52-E2BD8273F6C6,Geological Survey of Canada,https://ror.org/03wm7z656
40C8932B-ED16-4621-8CB2-0370AED09AEB,Geological Survey of Denmark and Greenland,https://ror.org/01b40r146
8F3F1B15-F91E-4C21-9769-25E7E5877162,Geological Survey of Iran,https://ror.org/02bykax26
58BAECD8-2004-4597-88FB-755A2FB896FB,GEOMAR Helmholtz Ctr for Ocean Res Kiel,https://ror.org/02h2x0161
EC879EB1-66EA-407F-95BC-65EA5051DB9C,George Washington University,https://ror.org/00y4zzh67
2DDEC365-E85B-4836-878E-FFC6D97DD703,Georgia Institute of Technology,https://ror.org/01zkghx44
3652B7AA-0795-416D-9C33-94986481F31C,German Aerospace Centre,https://ror.org/04bwf3e34
592C7135-DC22-4C45-B4D7-38DB7E3246E7,German Centre for Integrative Biodiversity Research,https://ror.org/01jty7g66
72EF9E2C-D887-441D-9842-3D857A0C3D9C,Ghana Space Science and Technology Inst,https://ror.org/02s7j7z43
B74C8FA6-65C8-4F1D-ACC6-D04BF1719121,Ghana Space Science and Technology Institute,https://ror.org/02x9fwx10
EE29F3E9-3117-44F0-A34C-7F7A7F2796A8,Glasgow Science Centre Ltd,https://ror.org/04d95rj19
946374FB-9BA8-450E-86C6-2A31358F297D,Global Carbon Project,https://ror.org/0067mxm07
0300382C-DAB0-4388-8E9E-2AC61997F683,GNS Science,https://ror.org/03vaqfv64
72C683A7-DBD2-498A-AE03-A8F1B1922302,Goethe University Frankfurt,https://ror.org/04cvxnb49
CF5BDFD1-339E-4D17-943C-CDD09FC36153,Government of Canada,https://ror.org/010q4q527
BDC919E2-A0A8-4713-8E6D-1E00D9D5F8C0,Government of Colombia,https://ror.org/00s1xev78
DE79A5D8-58AA-4C3F-9ACC-843F6AD1438A,Government of Northwest Territories,https://ror.org/05hqvvq43
D3203CA8-9DE1-4555-97F0-8367126E33B7,Government of Uganda,https://ror.org/04c4jf131
219436E4-0195-44A4-931F-A6D751EB6225,Government of Yukon,https://ror.org/05bhh0g83
EAA26085-960B-4232-AB22-1A9CE4FA7E9A,Great Lakes Environmental Research Laboratory,https://ror.org/01jeee804
611E3B81-859B-4753-8420-120201417D7D,Greenland Institute of Natural Resources,https://ror.org/0342y5q78
64C4F608-DD0A-4F6C-8450-51A9B8E1044E,Group on Earth Observations,https://ror.org/03ga86b15
E04C834E-BAA8-483B-8D19-1D07351E6A96,Gwangju Institute of Science and Technology,https://ror.org/024kbgz78
B940E659-5A6F-4232-AF31-2BB8C92BA5A2,Health and Safety Executive,https://ror.org/00av5yz18
6665D197-B796-44A7-823B-4DA7E9B56C37,Hebrew University of Jerusalem,https://ror.org/03qxff017
B99DCA5D-D036-4361-A5A2-82DB6EE0282C,Hebrew University of Jerusalem,https://ror.org/03qxff017
5C691FEC-C08E-4AF6-827C-9D1D4DF3D8E3,Helmholtz Association of German Research Centres,https://ror.org/0281dp749
CB28439A-1AC3-44FE-BC30-3EADF25EF10B,Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences,https://ror.org/04z8jg394
48C3D9F6-3C88-4E9D-B65D-2174FB960B83,Heriot-Watt University,https://ror.org/04mghma93
DFD42657-A23D-4644-905A-3470AF0836EC,Heriot-Watt University,https://ror.org/04mghma93
7F86BCA4-0791-487D-913E-F129A504D155,High-Latitude Drone Ecology Network,https://ror.org/00ddcfv11
E3036B24-A43D-4EDC-A2DF-E1F8BAAEC9FF,Holar University College,https://ror.org/0042wf948
273E76F0-7A5E-41CF-8C6C-3B8DC42F5A10,Hólar University College,https://ror.org/0042wf948
EE24492B-8840-4864-B6E8-A68C24A49FF3,Hong Kong Baptist University,https://ror.org/0145fw131
240CEBFD-1052-4EAC-88DF-D88A163D61C8,Horizon Europe Guarantee,
B09EE890-5EDA-487E-BF03-0E86A2A70658,Icelandic Met Office,https://ror.org/01ch2yn61
156CD10E-DEEE-4103-BB49-A38D3720A8C6,Icelandic Meteorological Office,https://ror.org/02hj34779
4FC4CBFD-9E7C-4518-BB16-852553236FE1,Imperial College London,https://ror.org/041kmwe10
EC9326B5-50D8-459F-9932-1D39B5055FC9,IMPERIAL COLLEGE LONDON,https://ror.org/041kmwe10
1308DB9B-A8CB-43DC-8754-A44B2F23F8E8,Innovate UK,https://ror.org/05ar5fy68
07E23E8B-AF27-49E0-BA1B-2AD63946943D,Indian Institute of Technology Gandhinagar,https://ror.org/0036p5w23
23EA2E4A-E43B-422F-93EA-BD15F151BA54,Indian Institutes of Technology,https://ror.org/03f099r71
2C420170-DEBE-48FF-AF4A-72490160800F,Indonesian National Institute of Aeronautics and Space,https://ror.org/025n1fp68
082B386F-6FF5-40C0-B99E-1B7F867318BE,ISCF,https://ror.org/00001
E06F5C9C-4149-497F-9658-E34CDA527C61,INRA,https://ror.org/05y503v71
8C03F602-12A9-4117-9821-B29E8FD062DC,Institut Pierre-Simon Laplace,https://ror.org/02haar591
EEFC36A1-67DF-40DD-847C-2899D47E6F0F,Institute of Atmospheric Physics,https://ror.org/0424h4e32
3173170D-0361-4099-A857-7C3925480C20,Institute of Avian Research,https://ror.org/0309m1r07
36518134-B28D-490D-A039-014378F08E47,Institute of Environmental Geology and Geoengineering,https://ror.org/00ytw6m58
B9087422-3025-4B5C-8EF4-779B11EE7946,"Institute of Mineralogy, Miass",https://ror.org/05tpxpz56
D39286A3-4394-469D-9FE3-B9239B68C966,Instituto Nicaragüense de Estudios Territoriales,https://ror.org/042662w35
CD4AB1E4-84E6-47F4-96FC-EDC23302E9B5,Intellectual Property Office,https://ror.org/05btn9560
0713C74C-B150-4705-9C87-92BC8C0C5C3B,International Arctic Science Committee,https://ror.org/01kgmdj61
9F2E67C5-B4E4-48BE-B68D-86CAEF924130,International Arctic Science Committee,https://ror.org/01kgmdj61
D83A983D-B9D7-4500-BDD7-8DF4DF431725,International Artic Science Council on Global Change,https://ror.org/04m1bn674
1B8FCB35-12C2-44AA-B629-A6F603B75278,International Atomic Energy Agency,https://ror.org/00gtfax65
27BDAFEE-1620-4661-93C7-EBE2C237D90E,International Cable Protection Committee,https://ror.org/03e1rva04
49DC2783-E684-45DA-AC70-5C20EAA0BE28,International Institute for Applied Systems Analysis,https://ror.org/02wfhk785
B3426DAA-ACE0-4A85-ABF8-43D7DEE9B746,International Livestock Research Institute,https://ror.org/01jxjwb74
1544B6A3-CE68-4668-983D-839EE3F5F760,International Space Science Institute,https://ror.org/01xm30661
4AACA05E-1E79-470E-8451-3B84824F22F4,International Tin Research Institute,https://ror.org/026hk8y88
999F6235-B9B4-401D-94F5-62AECD809C6A,Inuit Circumpolar Council,https://ror.org/05qaxe808
E37CC402-BCB2-4493-8239-E137CFA91D03,Inuit Tapiriit Kanatami,https://ror.org/05k87xn20
5F968F80-90DE-4AD1-A94E-52BD759C19A2,Iowa State University,https://ror.org/04rswrd78
302AF0C4-EBB3-45C1-9A69-3D1886C60DB3,Isle Utilities,https://ror.org/036zxgb71
DD6459FD-ECFA-49E7-A677-93297A8BCEB4,Istituto Nazionale di Ottica,https://ror.org/02dp3a879
8B5D6180-D90E-47BB-8CE2-0E7FBA4A6429,Istituto Superiore per la Protezione e la Ricerca Ambientale,https://ror.org/022zv0672
00EC51ED-2CEC-4F9E-A56B-4EF4866B2B63,James Hutton Institute,https://ror.org/03rzp5127
933DE700-6FF1-4ABD-AEBA-8DE547A160C7,Jamtland County Board,https://ror.org/040tnnq16
4ECD7018-8F70-4E42-A8E4-27D3927A6847,Japanese Aerospace Exploration Agency,https://ror.org/059yhyy33
324BA6F9-BFD8-4F1E-82FF-CC94D472F457,Johns Hopkins University,https://ror.org/00za53h95
B04C26DF-6EC1-4AC0-A724-4F336E64AAB3,Jura Development Trust,https://ror.org/01v2fcr49
F1AB1FCE-8FCF-4565-B34A-994445722C8A,Kartong Bird Observatory,https://ror.org/056d27308
79C0952D-59DA-46AD-AC89-3E4DE9198B5A,Kenya Forest Service,https://ror.org/0526r9902
331680FE-6E6B-493F-B01E-08C4F5BD5E51,Kings Bay,https://ror.org/0316g5c30
1ECBCFF6-5785-4627-91AC-34132C9C759C,King's College London,https://ror.org/0220mzb33
F1DDCCC9-B674-4030-93F4-779DE17EDF49,Kirovsk Polar-Alpine Botanical Garden,https://ror.org/02j0gyf89
1A4469C7-ADA3-4096-A373-32C510D896BD,Korea Institute of Ocean Science and Technology,https://ror.org/032m55064
49E4FE4D-D435-4C54-BD43-0330AE111118,Korea Polar Research Institute,https://ror.org/00n14a494
A75EB940-F64F-443B-B684-B9FC10CD2C1A,KU Leuven,https://ror.org/05f950310
1103D25F-4A60-4811-943E-FE044F6B8586,Kwame Nkrumah University of Science and Technology,https://ror.org/00cb23x68
B1B416D7-9747-449E-8C69-30043A81FD59,Laboratoire des Sciences du Climat et de l'Environnement,https://ror.org/03dsd0g48
21FC5172-06C8-4ED8-832F-85B529A3186A,Laboratory of Climate Sciences and the Environment,https://ror.org/01q2d8e83
E343C9CA-94B0-4101-B08C-1964393EA0D7,Lancaster University,https://ror.org/04f2nsd36
6B026ACA-B5A5-4200-BCC0-E8D92C453905,Lawrence Berkeley National Laboratory,https://ror.org/02jbv0t02
CBF8EBAC-7C40-4A53-873A-AA45AD650B8A,Leibniz Association,https://ror.org/01n6r0e97
0333838C-0457-4C70-98CD-3955AA93AB78,Leibniz Institute of Freshwater Ecology and Inland Fisheries,https://ror.org/01nftxb06
E3E0F707-3D9A-41C2-895C-9948CE465208,Leibniz Institute for Baltic Sea Research,https://ror.org/03xh9nq73
1B755135-245D-4C71-AF81-2C780B7D03AA,Leibniz Institute for Tropos,https://ror.org/03a5xsc56
D9E274B7-55BD-4603-BCD7-612E2C138400,Leibniz Institute for Tropospheric Research,https://ror.org/03a5xsc56
5429ACC5-BEC7-4E43-BBC1-913AA513D974,Leibniz University Hannover,https://ror.org/0304hq317
40DC9017-A3BC-4738-B2F5-B0F3A6903CB6,Leiden University,https://ror.org/027bh9e22
BF4C6051-C104-47D3-B208-794F1C3DD6B2,Lembaga Ilmu Pengetahuan Indonesia,https://ror.org/03d7c1451
008B11D6-3B19-4A8A-AC99-8F6FF66161F0,Liaocheng University,https://ror.org/03yh0n709
E71B262F-D423-4702-86B7-2923EE11BBF1,Linköping University,https://ror.org/05ynxx418
07700A8A-BC81-41AB-9AB6-0F7652255E95,Liverpool John Moores University,https://ror.org/04zfme737
6D415694-BDC9-4F3E-B0F8-1D11B873365B,Liverpool John Moores University,https://ror.org/04zfme737
FC368EA8-BBA3-4E49-91D6-1B1DE446E73E,Lomonosov Moscow State University,https://ror.org/010pmpe69
6E7EB1AC-60AC-4157-938A-1145539EAA32,Lomonosov Moscow State University,https://ror.org/010pmpe69
49D46215-7F93-4B85-8ED2-CBDDB698B08A,Los Alamos National Laboratory,https://ror.org/01e41cf67
E4BC926F-50DE-44EE-AFEB-5A9C41512F4B,Loughborough University,https://ror.org/04vg4w365
40B52112-7D3C-42C7-9307-71ED3C44EE17,Louisiana State University,https://ror.org/05ect4e57
97DF8DC7-DCDB-43DD-8C96-3348BAC45FDE,Ludwig-Maximilians-Universität München,https://ror.org/05591te55
D6153164-936C-4761-96AB-0EF48A30D648,Lund University,https://ror.org/012a77v79
39433914-EC9C-4A45-89E6-1323ED78666C,Lund University,https://ror.org/012a77v79
020CF203-24ED-4EA1-A560-474D6F710031,Maasai Mara University,https://ror.org/00dygpn15
DD1DE474-7CF7-4DE4-946E-62DC5C5588BF,Macquarie University,https://ror.org/01sf06y89
CA496E84-F312-435C-AE5F-1B94DA7C39BC,MANCHESTER METROPOLITAN UNIVERSITY,https://ror.org/02hstj355
39BED994-E759-4A54-9107-AD44936DAFFB,MANCHESTER METROPOLITAN UNIVERSITY,https://ror.org/02hstj355
2A55868F-47E4-4E1A-8EE9-69952DC51983,Marine Alliance for Science and Technology for Scotland,https://ror.org/04zv9g259
346CCDD1-E411-469F-A545-F1F680D30D98,Marine and Freshwater Research Institute,https://ror.org/02c8sqt04
506F3A39-4741-45E3-8361-74809B802EF4,Marine Biological Association of the United Kingdom,https://ror.org/0431sk359
0406E1F2-E8E0-4A6A-B5E7-C804F1414755,Marine Biological Laboratory,https://ror.org/046dg4z72
A217C2F4-62D0-488C-AB0C-D6C80BB3B673,Marine Scotland,https://ror.org/02kh2f959
44BE5EF6-C294-4DE6-88F6-26593C46DDFE,Marine Stewardship Council,https://ror.org/047kbbm64
2D5B94EC-EA32-4196-A977-6F069EE3D791,Massachusetts Institute of Technology,https://ror.org/042nb2s44
352B49FE-6611-4BB6-B6CE-9CFF53D099DC,Max Planck Institute for Meteorology,https://ror.org/05esem239
9DC6BE7A-28E5-4148-A3D2-54D1C2D4F698,Max Planck Institutes,https://ror.org/010c2rf19
